t,x,y,z,vx,vy,vz,CD,CL,Cside,Fx,Fy,Fz,Tx,Ty,Tz,rpm,steps,fresh
0.014580174,0.26861316,0.00038392612,1.7497643,38.81214,0.075535424,-0.06830052,0.6792274,-0.07657033,0.004475159,-2.706083,-0.3103992,0.02260116,-1.640139e-5,0.00053595594,-0.0033645215,2706.5616074649283,1824,0
0.014644123,0.27109507,0.0003887521,1.7497599,38.810947,0.075398535,-0.06891767,0.75466466,-0.07257099,0.006591053,-3.0065317,-0.2950182,0.03160823,-0.00036922906,0.0003362283,-0.0027857805,2706.536428655572,1832,12
0.014708071,0.27357692,0.00039356953,1.7497555,38.80962,0.075268425,-0.069530845,0.8361572,-0.06962019,0.004460975,-3.331069,-0.28386074,0.02374833,-0.00015241385,8.6247426e-5,-0.0028861598,2706.5152908896926,1840,0
0.014772019,0.27605867,0.0003983788,1.7497511,38.80815,0.07514323,-0.070147485,0.913789,-0.07913719,-0.0030942492,-3.6400957,-0.32234558,-0.0057418123,-0.00056617794,0.0009246729,-0.0037216987,2706.493531424817,1848,4
0.014835968,0.2785403,0.0004031795,1.7497466,38.806545,0.07500107,-0.07077713,0.90386415,-0.06484812,0.00293501,-3.6003225,-0.2653035,0.018265165,-0.0002642705,0.0004449653,-0.003414698,2706.4655549699764,1856,0
0.014899916,0.28102186,0.00040797194,1.749742,38.80496,0.074884064,-0.071396194,0.85261565,-0.05027778,0.003346787,-3.3959892,-0.2068361,0.01958518,-0.00024320891,0.00079211144,-0.0029023835,2706.4397544616236,1864,28
0.014963864,0.28350332,0.0004127577,1.7497375,38.80346,0.07479285,-0.072014675,0.8016051,-0.040504187,0.0025058752,-3.192623,-0.16749059,0.01591095,-0.00018313456,0.0006077424,-0.0030859674,2706.417994996748,1872,0
0.015027813,0.2859847,0.0004175382,1.7497329,38.80205,0.07471898,-0.07263477,0.76521295,-0.0226523,-0.006161116,-3.0476468,-0.09609188,-0.018831724,-0.00070569915,0.0013457222,-0.003568109,2706.3946812843806,1880,8
0.015091761,0.28846598,0.00042231497,1.7497282,38.80071,0.0746766,-0.073270194,0.71263385,-0.033203926,0.0052998867,-2.8378656,-0.13770103,0.026470877,-0.00038821885,0.0009929499,-0.0031480836,2706.3679482275334,1888,0
0.015155709,0.29094717,0.00042708847,1.7497236,38.799458,0.07461587,-0.073885635,0.64641804,-0.050298374,0.020244934,-2.5737429,-0.20525531,0.08553168,0.00028979089,-0.00028420117,-0.002801409,2706.344323665668,1896,16
0.015219658,0.29342827,0.0004318571,1.7497188,38.79832,0.07452535,-0.07447503,0.60787386,-0.03875697,0.020438949,-2.4201887,-0.15898299,0.086042285,0.00020661876,-0.00047381414,-0.0029795028,2706.3234967492867,1904,0
0.015283606,0.29590932,0.0004366206,1.749714,38.797253,0.07445523,-0.0750642,0.61691254,-0.017553011,0.009529841,-2.4562924,-0.074607894,0.042702045,-0.00029885498,0.00039043443,-0.002960947,2706.3008047359162,1912,12
0.015347554,0.2983903,0.00044138083,1.7497092,38.79617,0.07442233,-0.07567248,0.6608711,-0.024662538,0.008456575,-2.6311386,-0.10324571,0.038807213,-1.04941955e-5,0.00022386854,-0.0028906239,2706.278734421542,1920,0
0.015411503,0.3008712,0.00044613853,1.7497044,38.79501,0.0743768,-0.07628248,0.7375867,-0.035278384,0.01837835,-2.9362624,-0.14608747,0.07895166,0.00061033363,-0.0006537386,-0.0023346487,2706.2569749566665,1928,12
0.015475451,0.30335203,0.00045089272,1.7496995,38.793716,0.074312374,-0.07687478,0.839665,-0.023271004,0.019695586,-3.3425407,-0.09904762,0.085039265,0.0004196273,-0.0006836898,-0.0028138228,2706.239567384766,1936,0
0.015539399,0.30583277,0.00045564346,1.7496946,38.792244,0.07426869,-0.07746439,0.91712236,-0.026261434,0.016712163,-3.6506376,-0.11153209,0.07382306,4.259201e-5,7.67365e-5,-0.0036692952,2706.218118769388,1944,8
0.015603348,0.3083134,0.00046039122,1.7496896,38.790634,0.0742195,-0.07805894,0.8995981,-0.009053194,0.0148807075,-3.5807228,-0.042886537,0.06644069,0.0001914969,-0.00028870231,-0.003306653,2706.190453164046,1952,0
0.015667295,0.31079394,0.0004651368,1.7496846,38.789055,0.074200585,-0.078656755,0.8097023,0.0059740986,0.017927663,-3.2227137,0.017615616,0.077891216,0.0003687962,-0.0011203266,-0.0027963503,2706.1655852041877,1960,28
0.015731243,0.31327438,0.00046988204,1.7496796,38.787632,0.07420836,-0.079249516,0.7007937,0.0039447965,0.017124133,-2.7890153,0.01036588,0.07385161,0.00026718783,-0.00065060426,-0.0030735163,2706.144758287807,1968,0
0.015795192,0.31575474,0.00047462765,1.7496744,38.786404,0.07421293,-0.079844065,0.59499276,0.0043217908,0.011541223,-2.367831,0.012669992,0.050804753,-5.1016563e-5,-0.00020148691,-0.0029597774,2706.121755424938,1976,8
0.01585914,0.318235,0.00047937362,1.7496693,38.78536,0.07421852,-0.08044878,0.54786783,0.011019157,0.0139774,-2.180201,0.039680064,0.060144283,0.00011733329,-0.0003209927,-0.0030315816,2706.0996851105638,1984,0
0.015923088,0.32071522,0.0004841203,1.7496642,38.784397,0.07423602,-0.08104937,0.588669,0.0024594895,0.0020271137,-2.3424857,0.005303561,0.0129614705,-0.00024065365,-0.00013273545,-0.0038563388,2706.0766822476953,1992,9
0.015987037,0.32319537,0.00048886763,1.749659,38.783363,0.07423836,-0.08167077,0.6689138,0.00626858,0.00918766,-2.6616294,0.019849202,0.042162936,-3.8491035e-5,-0.00018667137,-0.003298036,2706.04777324436,2000,0
0.016050985,0.32567546,0.0004936153,1.7496537,38.78219,0.074247114,-0.08227929,0.7838982,0.0015400046,0.02028972,-3.118842,0.0001581381,0.08734667,0.00023214016,0.00026033405,-0.0029199268,2706.022905284502,2008,12
0.016114933,0.32815546,0.0004983632,1.7496485,38.78081,0.07424718,-0.08286788,0.8571066,0.015319311,0.019182565,-3.409998,0.05442206,0.083604425,0.0001408445,-2.6513986e-5,-0.0031046232,2706.0011458196263,2016,0
0.016178882,0.33063537,0.000503112,1.7496431,38.77931,0.07427118,-0.083458126,0.8746649,0.0328219,0.015887104,-3.4797447,0.12391111,0.07068885,0.00013046678,-0.000564336,-0.0031712165,2705.977832107259,2024,16
0.01624283,0.3331152,0.00050786324,1.7496377,38.777775,0.07432583,-0.08405407,0.8463076,0.03331142,0.015171504,-3.366676,0.1260595,0.0676461,0.0001226612,-0.00024766687,-0.0032100647,2705.9538966958958,2032,0
0.016306778,0.3355949,0.000512618,1.7496324,38.77629,0.074381426,-0.08465135,0.7994318,0.015494184,0.011110116,-3.1798625,0.05553157,0.051132668,-0.0003915966,-6.594304e-5,-0.003490332,2705.929650435034,2040,11
0.016370727,0.3380745,0.0005173753,1.7496269,38.774887,0.074405916,-0.08525591,0.7329015,0.03215115,0.014195117,-2.9151182,0.12228392,0.06286591,-7.620839e-5,-0.00011329402,-0.003328894,2705.9035390771833,2048,0
0.016434675,0.34055403,0.0005221351,1.7496214,38.7736,0.07445984,-0.085855305,0.67819965,0.05197923,0.014655449,-2.6975179,0.2015473,0.06425472,0.00039042436,2.4458883e-5,-0.0032278225,2705.878360267827,2056,32
0.016498623,0.3430335,0.00052689953,1.7496159,38.77241,0.07454873,-0.086454086,0.66888916,0.05583498,0.015540768,-2.6603482,0.2169336,0.06773055,0.00017560342,-3.3814318e-5,-0.0032986316,2705.854114006965,2064,0
0.016562572,0.34551287,0.0005316698,1.7496103,38.771236,0.0746444,-0.08705133,0.6864821,0.050211508,0.013712831,-2.7301192,0.19441657,0.06065612,-0.0002683025,4.2032854e-5,-0.0033496576,2705.829246047107,2072,8
0.01662652,0.34799218,0.00053644594,1.7496047,38.77003,0.07473014,-0.0876517,0.71046644,0.046566706,0.01779333,-2.8252552,0.17972183,0.07713616,-8.2510356e-5,-5.0161678e-5,-0.0032845726,2705.8040672377506,2080,0
0.016690468,0.3504714,0.0005412273,1.7495991,38.768784,0.0748094,-0.088244796,0.734024,0.04588633,0.021047486,-2.9187045,0.17681861,0.09032672,-7.553715e-5,-0.00011145191,-0.003422266,2705.7791992778925,2088,12
0.016754417,0.35295054,0.0005460137,1.7495935,38.767498,0.07488738,-0.08883207,0.7683838,0.056524795,0.02010649,-3.0552094,0.21883364,0.086936295,-1.43447805e-5,-6.82072e-5,-0.003284498,2705.753709619038,2096,0
0.016818365,0.35542962,0.0005508057,1.7495878,38.76615,0.07498389,-0.08942085,0.79864305,0.051729076,0.026433397,-3.1751983,0.19951282,0.11240769,-2.8324795e-5,-0.00031795705,-0.0036076002,2705.72884165918,2104,8
0.016882313,0.3579086,0.0005556036,1.749582,38.76475,0.07507188,-0.08999839,0.78839654,0.06084981,0.0212537,-3.1343536,0.23582676,0.0917615,-1.8596027e-5,-0.0002114842,-0.0034194002,2705.701797752834,2112,0
0.016946262,0.3603875,0.00056040764,1.7495763,38.76337,0.07517588,-0.09058503,0.76801765,0.07373479,0.017127782,-3.0532622,0.28717574,0.07521225,0.0002017505,-9.473801e-5,-0.003366919,2705.6759972444816,2120,12
0.01701021,0.3628663,0.00056521903,1.7495705,38.762024,0.075302534,-0.091178976,0.7527281,0.07940802,0.017128898,-2.992322,0.30981308,0.07511525,0.0001436649,-0.00011559282,-0.0033059244,2705.650818435125,2128,0
0.017074158,0.36534503,0.00057003886,1.7495646,38.760704,0.07543917,-0.091772966,0.7485489,0.08760656,0.015714243,-2.975586,0.34239814,0.06949407,-2.7025271e-5,-4.6034536e-5,-0.003303698,2705.625950475267,2136,18
0.017138107,0.36782366,0.0005748679,1.7495588,38.75939,0.07559018,-0.09236944,0.74358016,0.091020264,0.016619012,-2.9556556,0.3559684,0.07308386,1.3134578e-5,-1.3530637e-5,-0.0033247124,2705.601082515409,2144,0
0.017202055,0.3703022,0.00057970674,1.7495528,38.758087,0.07574717,-0.09296432,0.75130904,0.076593384,0.017561512,-2.9860506,0.29854134,0.076944485,-0.0003065609,-3.397851e-5,-0.003685388,2705.576214555551,2152,16
0.017266003,0.37278065,0.00058455486,1.7495469,38.75677,0.075878836,-0.09355751,0.7472479,0.080745526,0.016299104,-2.9697545,0.3150413,0.07192967,-0.00018641468,7.146536e-5,-0.003434717,2705.5485489502084,2160,0
0.017329952,0.37525904,0.0005894116,1.7495409,38.755463,0.076017775,-0.0941529,0.72682464,0.096654505,0.016657349,-2.8885255,0.37838063,0.07319595,-6.555814e-5,-0.00016615773,-0.0030790179,2705.5224375923576,2168,31
0.0173939,0.37773734,0.0005942781,1.7495348,38.75419,0.076184645,-0.09474773,0.7106971,0.09747795,0.015024005,-2.8242831,0.38174063,0.066589735,-0.00016466413,-4.00271e-5,-0.003273883,2705.4991238799907,2176,0
0.017457848,0.38021556,0.0005991553,1.7495288,38.75294,0.076353,-0.095345475,0.68391854,0.08770306,0.015375424,-2.7176347,0.3430791,0.06776421,0.00017280059,0.0001866288,-0.0033590565,2705.4745667696307,2184,14
0.017521797,0.38269368,0.0006040428,1.7495227,38.751743,0.076504305,-0.095942706,0.6773664,0.08994769,0.01620564,-2.6914482,0.35201567,0.071035475,3.5962337e-5,0.00011273553,-0.0033240113,2705.449077110776,2192,0
0.017585745,0.38517174,0.00060894,1.7495165,38.750557,0.07665955,-0.09653849,0.6921496,0.10255127,0.015157092,-2.7501168,0.40193292,0.06705289,-0.00042815504,0.00018979891,-0.0030972494,2705.4238983014197,2200,8
0.017649693,0.38764971,0.0006138479,1.7495103,38.749344,0.07683682,-0.097136036,0.71778375,0.10565914,0.014873158,-2.8517945,0.4140379,0.066218324,-0.00025751002,0.00018692967,-0.003156153,2705.400584589053,2208,0
0.017713642,0.39012763,0.00061876734,1.7495041,38.748085,0.077019416,-0.097733945,0.750587,0.10006972,0.012562571,-2.9818792,0.391538,0.057409726,-3.4679854e-6,0.00031148928,-0.003353641,2705.3766491776896,2216,4
0.01777759,0.39260545,0.0006236981,1.7494978,38.74677,0.07719209,-0.09833574,0.7677646,0.101937436,0.010799764,-3.049933,0.39877975,0.050623924,-0.0001233227,0.0002746236,-0.0031883684,2705.351470368333,2224,0
0.017841538,0.3950832,0.00062864,1.7494915,38.745422,0.07736796,-0.09894053,0.77207965,0.10861099,0.011009032,-3.0669088,0.42520654,0.051542304,-5.9797378e-5,-5.5238426e-5,-0.003314311,2705.3275349569694,2232,0
0.017905487,0.39756083,0.00063359353,1.7494851,38.74407,0.077555485,-0.09954491,0.7467359,0.10631267,0.013476101,-2.9660125,0.41623685,0.061125275,-9.7538985e-5,0.00017048435,-0.0030778775,2705.3023561476134,2240,0
0.017969435,0.4000384,0.00063855894,1.7494787,38.74276,0.07773905,-0.10014507,0.7134147,0.10201014,0.027290648,-2.8333278,0.39937702,0.11567974,-2.4133742e-5,-0.0010654738,-0.0029755987,2705.2793532847445,2248,14
